MARKER_NAMES,Gimbal1 - 1,Gimbal1 - 2,Gimbal1 - 3,Gimbal1 - 4,M2 - 1,M2 - 2,M2 - 3,M2 - 4,M2 - 5,M2 - 6,M2 - 7,M2 - 8,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Time,Gimbal1 - 1 X,Gimbal1 - 1 Y,Gimbal1 - 1 Z,Gimbal1 - 2 X,Gimbal1 - 2 Y,Gimbal1 - 2 Z,Gimbal1 - 3 X,Gimbal1 - 3 Y,Gimbal1 - 3 Z,Gimbal1 - 4 X,Gimbal1 - 4 Y,Gimbal1 - 4 Z,M2 - 1 X,M2 - 1 Y,M2 - 1 Z,M2 - 2 X,M2 - 2 Y,M2 - 2 Z,M2 - 3 X,M2 - 3 Y,M2 - 3 Z,M2 - 4 X,M2 - 4 Y,M2 - 4 Z,M2 - 5 X,M2 - 5 Y,M2 - 5 Z,M2 - 6 X,M2 - 6 Y,M2 - 6 Z,M2 - 7 X,M2 - 7 Y,M2 - 7 Z,M2 - 8 X,M2 - 8 Y,M2 - 8 Z
9143,76.18333,468.404,-98.64,548.447,459.802,-92.286,628.122,462.569,-94.981,588.3,429.834,-85.307,625.415,432.212,-164.421,416.88,447.597,-84.287,430.684,413.354,-66.003,432.145,382.031,-95.551,508.084,445.871,-213.69,411.417,333.353,-122.873,422.442,451.288,-224.536,364.918,327.944,-4.157,439.49
9144,76.19167,470.373,-99.072,546.636,461.861,-91.011,626.211,464.583,-94.53,586.423,431.981,-83.896,623.308,434.472,-163.874,414.235,449.746,-84.003,428.794,415.529,-65.61,430.616,383.982,-95.999,506.082,448.204,-213.1,408.514,335.535,-122.273,420.067,453.349,-223.6,361.903,329.719,-4.041,437.531
9145,76.2,472.351,-99.128,544.578,464.465,-89.71,624.1,466.85,-94.025,584.33,434.498,-82.761,621.359,436.646,-163.493,411.942,452.007,-83.707,427.284,417.651,-65.418,429.068,385.876,-96.544,504.017,450.364,-212.681,405.673,337.658,-121.948,417.756,455.981,-222.677,359,331.812,-3.958,436.5
9146,76.20833,474.39,-99.314,542.671,467.28,-88.522,621.978,469.28,-93.413,582.286,437.27,-81.803,619.476,438.91,-163.265,409.437,454.126,-83.683,425.857,419.85,-65.336,427.338,387.767,-97.187,502.038,452.618,-212.375,402.893,339.833,-121.586,415.35,458.008,-222.156,356.204,334.09,-3.699,434.924
9147,76.21667,476.466,-99.703,540.608,469.732,-87.795,619.826,471.476,-93.326,580.292,439.629,-81.133,617.393,441.052,-163.078,407.153,456.377,-83.539,424.027,421.925,-65.348,425.698,389.745,-97.826,499.979,454.8,-212.161,400.123,341.942,-121.452,413.12,460.248,-221.581,353.435,336.293,-3.714,433.7
9148,76.225,478.525,-100.283,538.555,471.687,-88.493,617.861,473.525,-93.96,578.182,441.602,-81.968,615.301,443.254,-163.135,404.872,458.545,-83.695,422.259,424.074,-65.513,424.113,391.724,-98.541,497.95,456.992,-212.066,397.455,344.094,-121.51,410.836,462.607,-221.302,350.953,338.257,-4.182,432.693
9149,76.23333,480.475,-101.29,536.632,473.654,-90.391,616.006,475.481,-95.45,576.333,443.521,-83.72,613.587,445.408,-163.284,402.531,460.687,-83.97,420.459,426.173,-65.715,422.392,393.751,-99.255,495.938,459.208,-212.22,395.027,346.253,-121.571,408.681,464.639,-221.175,348.221,340.236,-4.504,430.819
9150,76.24167,482.338,-102.622,534.939,475.286,-92.747,614.419,477.234,-97.243,574.723,445.248,-85.998,611.988,447.503,-163.564,400.385,462.794,-84.219,418.718,428.233,-66.172,420.511,395.712,-100.038,493.85,461.385,-212.372,392.436,348.35,-121.927,406.477,467.015,-221.138,345.928,342.295,-5.1,429.491
9151,76.25,484.195,-104.224,533.269,476.658,-95.158,612.832,478.896,-99.201,573.097,446.657,-88.201,610.208,449.731,-163.949,398.024,465.031,-84.665,416.832,430.434,-66.559,418.687,397.791,-100.939,491.861,463.562,-212.762,390.095,350.586,-122.344,404.165,469.247,-221.196,343.192,344.262,-5.573,427.492
9152,76.25833,486.037,-105.771,531.685,477.847,-97.549,611.215,480.331,-101.212,571.41,447.901,-90.542,608.405,451.828,-164.508,395.852,467.098,-85.228,414.979,432.434,-67.245,416.746,399.739,-101.94,489.868,465.691,-213.257,387.557,352.661,-122.882,402.04,471.316,-221.625,340.869,346.613,-6.156,426.236
9153,76.26667,487.819,-107.129,529.773,479.222,-99.837,609.406,481.955,-103.083,569.604,449.28,-92.755,606.532,453.909,-165.308,393.723,469.192,-86.147,412.953,434.476,-68.108,414.924,401.663,-103.085,487.752,467.899,-213.984,385.164,354.713,-123.695,399.841,473.902,-221.828,338.217,348.397,-7.173,424.452
9154,76.275,489.7,-108.438,528.017,480.959,-101.29,607.517,483.76,-104.369,567.819,451.005,-94.263,604.663,456.028,-166.204,391.413,471.121,-87.037,411.166,436.577,-69.082,413.011,403.57,-104.375,485.697,469.77,-214.897,382.943,356.785,-124.554,397.693,475.723,-222.744,335.94,350.398,-8.245,422.659
9155,76.28333,491.626,-109.931,526.215,482.86,-101.254,605.685,485.697,-105.116,565.943,452.984,-94.024,602.725,458.059,-167.251,389.233,473.172,-88.272,409.084,438.475,-70.22,411.142,405.543,-105.744,483.624,471.772,-215.728,380.155,358.716,-125.642,395.504,478.142,-223.319,333.418,352.258,-9.384,420.336
9156,76.29167,493.578,-111.18,524.186,485.006,-100.215,603.379,487.76,-105.232,563.705,455.167,-92.999,600.199,460.024,-168.483,387.101,475.223,-89.636,406.997,440.606,-71.483,409.229,407.499,-107.248,481.541,473.802,-217.175,377.798,360.865,-126.862,393.25,480.189,-224.563,331.278,354.654,-10.591,419.298
9157,76.3,495.564,-111.974,521.779,487.764,-99.091,600.824,490.116,-105.052,561.254,457.83,-92.123,597.845,462.069,-169.926,384.944,477.149,-91.088,404.987,442.491,-72.955,407.042,409.338,-108.838,479.487,476.188,-217.589,375.173,362.825,-128.246,391.066,482.011,-225.929,328.96,356.383,-11.988,416.834
9158,76.30833,497.731,-112.654,519.333,490.88,-98.127,598.096,492.686,-104.917,558.726,460.843,-91.441,595.371,463.987,-171.513,382.874,479.101,-92.644,402.921,444.466,-74.563,404.973,411.204,-110.422,477.296,477.895,-220.101,374.11,364.756,-129.858,388.967,484.282,-227.307,326.832,358.399,-13.498,414.551
9159,76.31667,499.906,-113.85,516.981,493.826,-97.242,595.387,495.233,-105.122,556.184,463.749,-90.646,592.766,465.88,-173.262,380.756,481.084,-94.377,400.69,446.443,-76.269,402.763,413.212,-111.981,475.199,479.766,-221.876,371.982,366.685,-131.684,387.041,485.954,-229.598,324.847,360.506,-15.281,412.845
9160,76.325,502.191,-114.996,514.495,496.206,-97.614,592.778,497.667,-105.782,553.543,466.185,-90.943,590.072,467.786,-175.231,378.843,483.006,-96.182,398.499,448.294,-78.091,400.406,415.312,-113.433,473.082,481.613,-223.782,370.094,368.55,-133.582,384.968,487.46,-231.439,323.359,362.182,-17.082,409.827
9161,76.33333,504.433,-116.309,512.114,498.812,-98.758,590.292,499.997,-107.079,551.189,468.804,-92.104,587.816,469.583,-177.264,376.963,484.888,-98.07,396.046,450.191,-80.029,397.941,417.407,-114.936,470.874,483.489,-225.919,368.494,370.418,-135.602,383.058,489.566,-234.016,321.727,363.915,-19.15,407
9162,76.34167,506.513,-117.758,509.761,501.153,-100.414,587.982,502.253,-108.669,548.894,471.127,-93.595,585.555,471.507,-179.484,374.987,486.764,-100.264,393.416,452.128,-82.083,395.455,419.51,-116.39,468.682,485.343,-228.248,367.12,372.253,-137.856,381.221,490.971,-236.866,320.349,366.085,-21.066,404.66
9163,76.35,508.683,-119.325,507.504,503.089,-101.907,585.739,504.268,-110.088,546.53,473.149,-94.934,583.125,473.316,-181.816,373.129,488.453,-102.548,390.827,453.95,-84.279,392.771,421.675,-117.872,466.461,486.369,-231.267,366.429,374.084,-140.328,379.49,492.447,-239.863,319.04,367.912,-23.1,401.249
9164,76.35833,510.862,-120.672,505.072,504.997,-103.121,583.227,506.335,-111.425,544.076,475.057,-96.122,580.581,475.068,-184.334,371.469,490.243,-105.011,387.911,455.731,-86.664,390.03,423.641,-119.504,464.091,489.408,-232.283,363.182,375.9,-142.934,377.567,494.393,-242.754,317.876,369.531,-25.597,397.822
9165,76.36667,512.977,-121.816,502.474,507.282,-104.192,580.749,508.514,-112.562,541.57,477.262,-97.271,578.011,476.876,-187.062,369.689,492.201,-107.416,385.337,457.619,-89.107,387.252,425.897,-121.065,461.858,490.811,-236.105,363.374,377.738,-145.644,375.795,496.104,-246.038,316.54,371.789,-27.785,395.391
9166,76.375,515.132,-122.94,499.91,509.597,-104.694,577.962,510.743,-113.275,538.912,479.516,-98.009,575.463,478.613,-189.903,368.057,494.044,-109.908,382.763,459.452,-91.665,384.417,427.681,-122.844,459.435,492.459,-239.008,361.974,379.567,-148.398,374.003,497.728,-249.503,315.411,373.487,-30.223,391.607
9167,76.38333,517.37,-123.969,497.294,511.915,-104.497,575.05,512.983,-113.783,536.187,481.883,-97.757,572.432,480.345,-192.882,366.482,495.437,-112.951,379.657,461.215,-94.41,381.578,429.484,-124.723,456.92,494.193,-242.06,360.987,381.37,-151.357,372.109,499.183,-252.704,314.736,375.443,-32.686,387.989
9168,76.39167,519.499,-125.134,494.604,514.463,-103.959,571.903,515.339,-114.114,533.203,484.437,-97.322,569.206,482.1,-195.939,364.883,497.536,-115.706,377.301,463.092,-97.23,378.773,431.464,-126.643,454.515,495.881,-245.125,359.963,383.18,-154.471,370.348,501.015,-256.735,313.702,377.018,-35.848,384.522
9169,76.4,521.738,-126.177,491.72,517.259,-103.339,568.655,517.835,-114.292,530.211,487.219,-96.67,566.039,483.776,-199.128,363.328,499.332,-118.59,374.559,464.878,-100.142,375.951,433.394,-128.504,452.167,497.588,-248.379,359.022,384.944,-157.681,368.502,502.503,-260.593,312.775,379.03,-38.452,381.348
9170,76.40833,523.896,-127.301,488.873,520.038,-102.433,565.104,520.286,-114.46,526.977,489.898,-95.899,562.671,485.461,-202.441,361.928,500.751,-122.002,371.432,466.723,-103.179,373.01,435.433,-130.338,449.83,499.306,-251.669,358.206,386.581,-160.729,366.694,504.407,-264.34,311.963,380.767,-41.494,377.878
9171,76.41667,526.168,-128.448,485.958,522.607,-101.704,561.607,522.623,-114.741,523.663,492.484,-95.247,559.017,487.213,-205.791,360.365,502.587,-125.158,368.718,468.555,-106.267,370.138,437.301,-132.418,447.319,500.96,-254.969,357.12,388.272,-163.706,364.561,505.575,-268.544,311.339,382.59,-44.479,374.288
9172,76.425,528.302,-129.657,482.919,525.123,-101.64,558.126,524.988,-115.302,520.396,494.903,-95.367,555.643,488.922,-209.159,358.818,504.521,-128.606,365.877,470.291,-109.468,367.311,439.338,-134.503,444.879,502.545,-258.929,356.842,389.92,-166.696,362.556,507.332,-272.449,310.427,384.445,-47.569,370.591
9173,76.43333,530.475,-131.158,479.976,527.62,-102.276,554.847,527.312,-116.304,517.303,497.437,-96.06,552.512,490.615,-212.536,357.201,506.398,-131.826,363.273,472.191,-112.721,364.477,441.247,-136.674,442.436,504.264,-262.425,355.971,391.603,-169.815,360.456,508.924,-276.499,309.759,386.043,-51.006,367.107
9174,76.44167,532.614,-132.964,477.22,529.935,-103.458,551.841,529.546,-117.801,514.371,499.722,-97.264,549.459,492.378,-215.887,355.461,508.117,-135.057,360.649,473.976,-115.962,361.608,443.368,-138.737,440.118,506.019,-265.748,354.889,393.234,-173.085,358.59,510.16,-280.642,309.101,387.935,-54.188,363.491
9175,76.45,534.761,-134.993,474.428,531.988,-105.538,549.017,531.679,-119.876,511.531,501.76,-99.313,546.62,494.098,-219.265,353.848,509.573,-138.475,357.74,475.794,-119.283,358.844,445.829,-140.77,437.72,507.806,-269.095,353.885,395.028,-176.322,356.667,511.788,-284.52,308.491,390.102,-57.253,361.084
9176,76.45833,536.844,-137.196,471.651,534.02,-108.412,546.613,533.753,-122.337,509.039,503.822,-102.223,544.225,496.179,-222.328,352.064,511.383,-141.858,355.117,477.648,-122.599,355.953,447.401,-143.412,435.192,509.623,-272.426,352.713,396.737,-179.752,354.913,513.165,-288.868,307.395,391.616,-60.783,357.086
9177,76.46667,538.923,-139.581,469.109,536.044,-111.566,544.397,535.784,-125.214,506.53,505.878,-105.287,542,497.876,-225.802,350.406,513.112,-145.331,352.437,479.452,-126.034,353.329,449.492,-145.81,432.798,511.372,-275.814,351.653,398.459,-183.093,352.962,515.433,-292.785,306.383,393.367,-64.222,353.927
9178,76.475,541.042,-142.225,466.662,537.96,-114.606,542.022,537.737,-127.968,504.281,507.81,-108.221,539.648,499.698,-229.414,348.762,514.968,-148.811,349.839,481.346,-129.357,350.616,451.528,-148.348,430.344,513.222,-279.141,350.507,400.307,-186.369,350.99,516.596,-296.982,305.697,395.186,-67.621,350.475
9179,76.48333,543.115,-144.788,464.191,539.798,-117.427,539.678,539.701,-130.744,501.81,509.704,-111.008,537.197,501.244,-233.072,347.303,516.761,-152.313,347.29,483.149,-132.857,347.994,453.581,-150.909,427.989,514.908,-282.606,349.383,402.036,-189.84,349.237,518.637,-300.717,304.736,397.018,-71.073,347.439
9180,76.49167,545.074,-147.185,461.546,541.737,-120.464,537.261,541.675,-133.491,499.31,511.583,-114.114,534.816,503.089,-236.575,345.785,518.96,-155.894,344.872,485.092,-136.274,345.377,455.583,-153.451,425.595,516.766,-286.009,348.396,403.93,-193.246,347.435,520.084,-304.917,304.014,398.714,-74.852,344.708
9181,76.5,547.131,-149.618,458.938,543.651,-123.483,534.904,543.755,-136.191,496.832,513.519,-117.21,532.431,504.939,-240.085,344.23,520.785,-159.379,342.476,486.91,-139.739,342.866,457.62,-155.97,423.28,518.515,-289.517,347.248,405.756,-196.727,345.682,521.756,-308.702,303.126,400.593,-78.191,340.713
9182,76.50833,549.155,-152.193,456.554,545.674,-125.991,532.502,545.787,-138.699,494.427,515.566,-119.54,530.048,506.75,-243.551,342.759,522.757,-162.8,340.123,488.848,-143.127,340.385,459.622,-158.64,421.048,520.396,-292.886,346.303,407.767,-200.261,343.94,523.404,-312.508,302.489,403.036,-81.214,338.729
9183,76.51667,551.285,-154.627,454.199,547.625,-128.141,529.884,547.746,-140.951,491.982,517.528,-121.655,527.314,508.685,-246.998,341.154,524.574,-166.418,337.536,490.787,-146.537,337.837,461.771,-161.103,418.854,522.419,-296.113,344.984,409.781,-203.771,342.261,523.649,-317.545,303.8,404.608,-84.866,334.879
9184,76.525,553.366,-156.916,451.642,549.665,-130.025,527.318,549.854,-143.086,489.356,519.556,-123.618,524.662,510.521,-250.435,339.883,526.458,-169.817,335.253,492.726,-149.885,335.46,463.841,-163.655,416.463,524.254,-299.501,344.111,411.845,-207.209,340.4,525.769,-321.294,302.99,406.599,-88.32,332.006
9185,76.53333,555.519,-158.993,449.075,551.94,-131.705,524.542,552.029,-145.023,486.657,521.807,-125.274,522.071,512.461,-253.78,338.434,528.463,-173.165,332.865,494.774,-153.316,332.952,465.87,-166.113,414.158,526.206,-302.798,343.178,414.038,-210.556,338.748,527.376,-325.185,302.174,408.412,-92.03,329.349
9186,76.54167,557.763,-161.025,446.431,554.297,-133.142,521.695,554.308,-146.704,483.933,524.178,-126.893,519.109,514.363,-257.097,337.001,530.403,-176.441,330.649,496.659,-156.605,330.425,468.127,-168.436,411.915,528.535,-306.125,342.668,416.131,-214.078,337.119,529.103,-328.97,301.711,410.312,-95.378,325.223
9187,76.55,560.032,-162.941,443.684,556.619,-135.115,518.851,556.692,-148.671,481.174,526.417,-128.945,516.4,516.267,-260.298,335.598,532.417,-179.776,328.298,498.701,-160.022,327.934,470.356,-170.75,409.596,530.467,-309.322,341.889,418.353,-217.618,335.638,531.146,-332.588,301.145,412.934,-98.214,323.389
9188,76.55833,562.332,-164.904,440.821,559.075,-137.678,516.284,559.018,-151,478.521,528.859,-131.519,513.991,518.314,-263.459,334.066,534.654,-182.693,326.211,500.483,-163.258,325.459,472.508,-172.986,407.219,532.094,-312.383,340.491,420.324,-221.111,334.439,532.785,-336.19,300.329,414.693,-101.678,319.587
9189,76.56667,564.662,-167.043,438.24,561.437,-140.419,513.9,561.327,-153.476,476.024,531.216,-134.296,511.634,520.276,-266.531,332.725,536.467,-186.181,323.71,502.476,-166.51,323.036,474.751,-175.178,404.879,534.05,-315.414,339.598,422.271,-224.078,332.68,535.01,-339.606,299.502,416.782,-104.853,316.923
9190,76.575,566.944,-169.389,435.848,563.658,-142.949,511.605,563.563,-155.842,473.712,533.467,-136.601,509.325,522.373,-269.582,331.12,538.603,-189.249,321.426,504.699,-169.494,320.603,477.009,-177.353,402.678,536.134,-318.343,338.595,424.211,-226.851,331.007,536.541,-343.081,298.828,418.878,-107.984,313.914
9191,76.58333,569.223,-171.698,433.539,565.773,-145.303,509.36,565.734,-158.217,471.397,535.575,-138.975,506.945,524.405,-272.41,329.613,540.825,-191.813,319.454,506.432,-173.067,317.74,479.3,-179.673,400.447,538.198,-321.1,337.495,426.255,-229.61,329.161,539.394,-346.285,296.953,420.925,-110.979,311.351
9192,76.59167,571.484,-173.895,431.226,567.767,-148.083,507.22,567.922,-160.641,469.144,537.612,-141.793,504.739,526.58,-275.273,328.02,543.06,-194.597,317.326,508.61,-175.936,315.464,481.632,-181.961,398.334,540.721,-323.503,335.829,428.509,-232.162,327.195,540.744,-349.148,296.633,423.106,-113.9,308.78
9193,76.6,573.766,-176.103,428.912,570.013,-150.92,505.2,570.266,-163.103,467.039,539.825,-144.633,502.788,528.688,-277.975,326.272,544.655,-198.161,314.45,510.703,-178.765,313.243,484.071,-184.376,396.29,542.152,-326.697,334.725,430.519,-234.841,325.514,543.413,-352.333,294.381,425.327,-116.637,306.455
9194,76.60833,576.131,-178.393,426.752,572.428,-153.576,503.113,572.64,-165.644,464.875,542.191,-147.512,500.856,530.844,-280.612,324.536,546.922,-200.698,312.546,512.963,-181.414,311.264,486.36,-186.724,394.296,544.614,-329.255,332.92,432.794,-237.329,323.598,545.311,-355.052,292.967,427.498,-119.264,304.362
9195,76.61667,578.501,-180.907,424.718,574.84,-156.49,501.191,574.996,-168.36,462.869,544.581,-150.359,498.907,533.052,-283.233,322.736,548.988,-203.326,310.565,515.122,-183.979,309.435,488.806,-189.081,392.396,546.783,-331.801,331.224,435.022,-239.799,321.743,547.311,-357.802,291.304,429.747,-121.79,302.628
9196,76.625,580.858,-183.593,422.768,577.229,-159.843,499.518,577.426,-171.344,461.105,547.025,-153.626,497.275,535.35,-285.606,320.799,551.559,-205.664,308.904,517.45,-186.35,307.511,491.502,-191.355,390.772,549.066,-334.182,329.341,437.409,-242.211,319.885,549.619,-360.113,289.285,432.066,-124.165,300.659
9197,76.63333,583.228,-186.385,420.755,579.725,-163.55,497.834,579.837,-174.595,459.298,549.504,-157.379,495.7,537.589,-287.877,318.946,554.09,-207.59,307.376,519.731,-188.614,305.739,493.876,-193.737,389.108,551.652,-336.106,327.152,439.64,-244.586,318.197,551.823,-362.309,287.298,434.375,-126.421,299.094
9198,76.64167,585.604,-189.275,419.215,582.183,-167.758,496.533,582.194,-178.136,457.88,552.041,-161.31,494.591,539.926,-290.07,317.012,555.926,-210.419,304.981,522.077,-190.795,304.05,496.164,-196.204,387.278,552.764,-338.889,325.845,442.022,-246.784,316.329,553.812,-364.163,285.658,436.565,-128.775,297.951
9199,76.65,587.892,-192.172,417.707,584.433,-171.564,495.395,584.591,-181.551,456.58,554.268,-165.14,493.404,542.319,-292.262,314.938,558.239,-212.414,303.342,524.424,-192.842,302.46,498.228,-198.753,385.401,555.937,-340.955,322.848,444.472,-248.98,314.477,556.202,-366.054,283.319,439.337,-130.514,295.672
9200,76.65833,590.145,-195.015,416.426,586.336,-175.383,494.225,586.693,-184.787,455.345,556.218,-168.759,492.258,544.663,-294.298,312.853,561.057,-214.208,302.015,526.939,-194.792,300.827,500.295,-201.244,383.813,558.34,-342.967,320.608,446.953,-251.146,312.679,558.66,-368.054,280.984,441.661,-132.529,294.581
9201,76.66667,592.354,-197.602,414.969,587.999,-179.479,493.234,588.564,-188.234,454.052,557.81,-173.017,491.078,547.173,-296.178,310.763,563.5,-216.076,300.478,529.629,-196.108,299.926,502.654,-203.554,382.221,560.739,-344.95,318.112,449.33,-253.145,310.875,560.993,-369.837,278.303,443.979,-134.513,293.137
9202,76.675,594.438,-200.249,413.711,589.541,-184.065,492.358,590.411,-191.829,452.989,559.393,-177.657,490.254,549.588,-298.066,308.615,565.636,-218.132,298.482,532.138,-197.884,298.565,504.991,-205.877,380.703,563.185,-346.871,315.666,451.842,-255.135,308.927,563.696,-371.43,275.902,446.647,-136.049,292.347
9203,76.68333,596.579,-203.094,412.686,591.214,-188.551,491.53,592.301,-195.493,452.17,561.056,-182.095,489.416,552.137,-299.788,306.375,568.538,-219.624,297.369,534.765,-199.424,297.134,507.043,-208.53,379.25,565.784,-348.469,313.301,454.367,-256.908,307.03,565.964,-373.002,273.166,449.433,-137.379,291.537
9204,76.69167,598.759,-206.039,411.776,592.776,-193.068,490.843,594.228,-199.112,451.28,562.674,-186.431,488.466,554.635,-301.496,304.247,571.077,-221.32,295.749,537.338,-201.027,295.913,509.643,-210.56,377.586,568.44,-350.338,309.808,456.763,-258.327,304.636,568.879,-374.256,270.313,451.87,-139.033,290.475
9205,76.7,600.935,-209.081,410.664,594.365,-197.394,489.871,596.034,-202.889,450.269,564.293,-190.703,487.583,557.272,-303.036,301.887,573.65,-222.821,294.372,539.912,-202.541,294.375,511.936,-213.019,376.101,570.421,-352.032,307.85,459.241,-259.35,302.065,571.458,-375.46,267.064,454.429,-140.47,289.243
9206,76.70833,603.154,-212.028,409.611,596.224,-201.56,488.936,598.107,-206.474,449.289,566.167,-194.873,486.504,559.78,-304.558,299.654,575.94,-224.433,292.724,542.628,-204.034,293.084,514.333,-215.406,374.587,573.247,-353.555,304.874,461.513,-260.676,299.788,574.272,-376.518,264.386,457.039,-141.884,288.725
9207,76.71667,605.407,-214.887,408.499,598.294,-205.65,487.897,600.275,-209.898,448.273,568.234,-198.906,485.537,562.532,-305.995,297.218,578.562,-225.78,291.348,545.341,-205.496,291.653,516.611,-217.816,373.075,575.881,-355.077,301.789,464.137,-261.891,297.573,576.667,-377.588,261.127,459.714,-143.144,287.747
9208,76.725,607.654,-217.724,407.32,600.417,-209.557,486.884,602.461,-213.302,447.085,570.328,-202.762,484.483,565.1,-307.382,294.744,581.289,-226.82,290.382,547.939,-206.836,290.453,519.026,-220.205,371.537,578.469,-356.541,298.79,466.564,-263.257,295.328,579.896,-378.308,257.656,462.401,-144.494,287.234
