MARKER_NAMES,Gimbal1 - 1,Gimbal1 - 2,Gimbal1 - 3,Gimbal1 - 4,M2 - 1,M2 - 2,M2 - 3,M2 - 4,M2 - 5,M2 - 6,M2 - 7,M2 - 8,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Time,Gimbal1 - 1 X,Gimbal1 - 1 Y,Gimbal1 - 1 Z,Gimbal1 - 2 X,Gimbal1 - 2 Y,Gimbal1 - 2 Z,Gimbal1 - 3 X,Gimbal1 - 3 Y,Gimbal1 - 3 Z,Gimbal1 - 4 X,Gimbal1 - 4 Y,Gimbal1 - 4 Z,M2 - 1 X,M2 - 1 Y,M2 - 1 Z,M2 - 2 X,M2 - 2 Y,M2 - 2 Z,M2 - 3 X,M2 - 3 Y,M2 - 3 Z,M2 - 4 X,M2 - 4 Y,M2 - 4 Z,M2 - 5 X,M2 - 5 Y,M2 - 5 Z,M2 - 6 X,M2 - 6 Y,M2 - 6 Z,M2 - 7 X,M2 - 7 Y,M2 - 7 Z,M2 - 8 X,M2 - 8 Y,M2 - 8 Z
9060,75.49167,382.65,78.461,666.162,378.702,101.021,743.182,379.041,90.164,704.603,348.307,106.759,741.109,340.46,-16.169,555.883,354.058,64.277,549.846,320.021,83.055,550.073,293.433,70.292,632.487,354.956,-65.837,561.675,241.042,24.322,557.667,358.449,-86.194,517.184,233.562,143.549,548.066
9061,75.5,382.146,72.22,665.101,378.069,94.111,742.316,378.508,83.648,703.715,347.72,99.923,740.241,339.853,-23.083,555.481,353.468,57.32,548.783,319.413,76.282,548.875,292.966,64.289,631.508,354.285,-72.695,561.945,240.415,17.628,557.135,357.249,-93.658,517.719,232.711,136.56,545.805
9062,75.50833,381.662,66.019,664.235,377.338,87.548,741.462,377.958,77.247,702.792,347.019,93.534,739.253,339.09,-29.973,555.27,352.773,50.349,547.709,318.752,69.237,547.716,292.55,58.055,630.482,353.722,-78.797,561.306,239.747,10.802,556.635,356.903,-100.69,517.985,232.096,129.604,544.523
9063,75.51667,381.176,59.914,663.188,376.542,81.421,740.48,377.308,71.129,701.766,346.258,87.361,738.213,338.55,-36.65,554.834,352.273,43.525,546.657,318.154,62.238,546.283,292.161,52.008,629.534,353.169,-85.496,561.46,239.229,4.218,556.085,355.842,-107.907,518.362,231.519,122.772,542.879
9064,75.525,380.772,54.017,662.029,375.902,75.479,739.263,376.737,65.231,700.609,345.611,81.339,736.912,337.954,-43.363,554.544,351.64,36.659,545.478,317.614,55.367,545.04,291.802,45.974,628.534,352.531,-92.178,561.471,238.669,-2.377,555.519,355.356,-114.71,518.533,230.971,115.979,541.56
9065,75.53333,380.436,48.271,660.795,375.668,69.85,738.016,376.438,59.515,699.335,345.354,75.679,735.68,337.437,-49.971,554.151,351.243,30.146,544.646,317.091,48.531,543.799,291.43,40.066,627.603,352.341,-98.611,561.064,238.157,-8.953,554.974,353.891,-122.347,520.056,230.576,109.357,539.754
9066,75.54167,380.171,42.557,659.433,375.753,64.584,736.609,376.372,54.045,698.046,345.419,70.373,734.449,336.896,-56.48,553.667,350.688,23.427,543.527,316.508,41.858,542.537,291.033,34.122,626.516,351.82,-105.086,560.973,237.737,-15.36,554.356,353.362,-129.087,520.104,229.89,102.621,538.257
9067,75.55,379.984,36.896,658.144,375.826,59.547,735.173,376.322,48.677,696.642,345.522,65.432,732.988,336.43,-62.907,553.304,350.378,16.93,542.564,316.019,35.122,541.285,290.761,28.207,625.522,351.326,-111.444,560.959,237.299,-21.747,553.649,352.777,-135.853,520.431,229.679,96.258,537.173
9068,75.55833,379.756,31.214,656.767,375.823,54.399,733.624,376.192,43.245,695.182,345.502,60.121,731.556,336.05,-69.197,552.86,350.078,10.389,541.589,315.588,28.879,540.155,290.43,22.388,624.487,350.922,-117.618,560.838,236.918,-27.931,553.08,352.142,-142.313,520.338,229.329,89.98,535.722
9069,75.56667,379.504,25.667,655.373,375.721,48.458,732.329,376.067,37.555,693.813,345.346,54.136,730.325,335.661,-75.423,552.425,349.759,4.172,540.548,315.188,22.545,539.081,290.196,16.769,623.499,350.545,-123.733,560.79,236.551,-34.157,552.384,351.933,-148.703,520.325,228.928,83.625,534.402
9070,75.575,379.298,20.107,654.105,375.512,41.976,731.34,375.83,31.473,692.658,345.154,47.698,729.404,335.359,-81.517,551.92,349.455,-1.944,539.423,314.947,16.47,537.932,290.016,11.25,622.477,350.215,-129.713,560.499,236.296,-40.138,551.653,351.157,-154.955,520.345,228.654,77.521,532.791
9071,75.58333,379.115,14.404,653.113,375.149,35.712,730.521,375.59,25.542,691.816,344.804,41.568,728.466,334.992,-87.538,551.412,349.36,-7.827,538.711,314.605,10.432,536.763,289.865,5.792,621.41,349.836,-135.731,560.162,236.03,-46.117,550.926,351.126,-161.025,520.142,228.368,71.399,531.368
9072,75.59167,379.026,8.837,652.178,374.604,29.865,729.603,375.255,19.813,690.88,344.319,35.866,727.469,334.779,-93.31,550.83,349.094,-13.882,537.462,314.425,4.611,535.797,288.078,0.149,621.936,349.915,-141.161,560.017,235.411,-52.2,550.966,350.56,-167.048,520.022,228.024,65.227,530.186
9073,75.6,378.921,3.461,651.091,374.091,24.21,728.582,374.952,14.292,689.771,343.779,30.183,726.227,334.596,-99.029,550.191,348.499,-19.658,536.23,314.221,-1.065,534.609,288.036,-5.08,620.742,349.637,-147.224,559.06,235.245,-57.884,550.235,350.145,-173.029,519.971,227.774,59.503,528.063
9074,75.60833,378.84,-1.604,649.784,373.937,18.724,727.391,374.798,8.949,688.579,343.625,24.635,725.096,334.501,-104.533,549.593,348.858,-25.252,535.427,314.131,-6.789,533.563,287.966,-10.113,619.89,349.916,-152.592,558.431,235.102,-63.465,549.441,350.068,-178.695,519.61,227.983,53.929,527.174
9075,75.61667,378.852,-6.511,648.421,374.123,13.511,726.157,374.946,3.933,687.202,343.799,19.309,723.957,334.44,-109.985,548.981,348.135,-30.967,533.954,314.039,-12.307,532.331,287.79,-15.297,618.065,349.308,-158.102,558.153,235.068,-68.905,548.786,349.858,-184.307,519.252,227.821,48.382,525.674
9076,75.625,378.985,-11.418,647.094,374.41,8.611,724.823,375.165,-1.003,685.961,344.102,14.454,722.734,334.299,-115.361,548.433,348.12,-36.421,532.936,313.983,-17.698,531.42,287.839,-20.137,616.887,348.934,-163.47,557.968,234.925,-74.269,547.898,349.938,-189.656,518.839,227.764,42.894,524.27
9077,75.63333,379.15,-16.263,645.794,374.729,4.059,723.439,375.408,-5.664,684.53,344.454,9.976,721.33,334.307,-120.565,547.787,348.193,-41.636,531.85,314.067,-22.841,530.101,287.954,-24.904,616.385,348.469,-168.648,558.1,234.985,-79.392,547.142,349.784,-195.046,518.665,227.707,37.551,522.724
9078,75.64167,379.357,-20.923,644.488,375.071,-0.186,721.982,375.644,-10.141,683.223,344.755,5.777,719.877,334.307,-125.699,547.049,348.32,-46.73,530.844,314.085,-27.999,529.06,288.045,-29.683,615.019,348.056,-173.899,558.214,235.019,-84.56,546.233,349.828,-200.319,518.224,227.709,32.221,521.416
9079,75.65,379.549,-25.356,643.223,375.349,-4.194,720.518,375.865,-14.348,681.831,345.018,1.767,718.378,334.299,-130.707,546.351,348.404,-51.708,529.685,314.215,-32.981,527.85,288.239,-34.256,614.001,348.1,-178.794,558.067,235.102,-89.386,545.513,349.757,-205.465,518.141,228.105,27.482,519.659
9080,75.65833,379.792,-29.568,641.894,375.521,-7.938,719.111,376.086,-18.299,680.396,345.23,-2.018,716.93,334.443,-135.586,545.434,348.557,-56.57,528.498,314.371,-37.765,526.588,288.294,-38.499,612.931,348.469,-183.523,557.291,235.265,-94.201,544.575,349.763,-210.358,517.53,228.239,22.517,518.185
9081,75.66667,380.071,-33.558,640.518,375.761,-11.534,717.62,376.364,-22.156,679.005,345.458,-5.578,715.435,334.657,-140.165,544.767,348.697,-61.324,527.267,314.6,-42.444,525.581,288.67,-43.16,610.221,348.788,-188.074,556.722,235.435,-98.783,543.7,350.132,-215.013,517.125,228.408,17.794,517.264
9082,75.675,380.433,-37.402,639.007,376.048,-15.452,716.097,376.701,-26.017,677.484,345.68,-9.707,713.939,334.928,-144.719,543.874,348.928,-65.852,526.046,314.942,-46.863,524.22,289.081,-47.53,608.092,349.254,-192.405,555.938,235.731,-103.264,542.764,349.992,-219.666,516.6,228.489,13.085,515.216
9083,75.68333,380.755,-41.206,637.376,376.48,-19.746,714.631,377.066,-30.09,675.966,346.079,-14.05,712.518,335.148,-149.033,543.063,349.235,-70.294,524.813,315.242,-51.338,523.132,289.354,-51.448,606.939,349.658,-196.666,555.294,235.924,-107.58,541.769,350.543,-224.122,516.246,228.774,8.618,513.9
9084,75.69167,381.213,-45.042,635.963,377.027,-24.004,713.269,377.539,-34.165,674.581,346.651,-18.293,711.291,335.548,-153.197,542.158,349.444,-74.631,523.297,315.701,-55.541,521.717,289.873,-55.237,605.483,349.76,-200.875,555.107,236.399,-111.718,540.881,351.628,-228.526,514.962,229.115,4.328,512.22
9085,75.7,381.815,-48.927,634.669,377.474,-28.205,712.033,378.061,-38.18,673.288,347.142,-22.46,710.016,335.938,-157.171,541.337,349.791,-78.643,522.145,316.063,-59.429,520.51,290.394,-58.928,603.995,350.264,-204.828,554.357,236.697,-115.722,539.842,352.061,-232.538,514.442,229.279,-0.098,510.952
9086,75.70833,382.377,-52.68,633.27,377.882,-32.506,710.82,378.584,-42.185,671.915,347.613,-26.55,708.692,336.327,-161.029,540.429,350.319,-82.554,520.755,316.549,-63.414,519.137,290.602,-62.965,603.921,350.665,-208.487,553.71,237.204,-119.541,538.81,352.502,-236.519,513.869,230.204,-3.552,508.857
9087,75.71667,382.958,-56.131,631.9,378.394,-36.593,709.554,379.144,-46.04,670.577,348.127,-30.646,707.431,336.894,-164.716,539.373,350.835,-86.263,519.482,317.089,-67.076,517.869,291.249,-66.535,602.208,351.703,-212.028,552.232,237.682,-123.196,537.806,351.667,-240.3,514.066,230.228,-7.856,507.008
9088,75.725,383.579,-59.397,630.433,378.935,-40.435,708.212,379.702,-49.569,669.182,348.617,-34.593,706.167,337.383,-168.194,538.446,351.392,-89.894,518.145,317.655,-70.654,516.558,293.176,-69.516,599.5,352.22,-215.486,551.549,238.956,-125.38,534.623,352.468,-243.809,513.266,231.114,-11.121,506.119
9089,75.73333,384.167,-62.515,628.976,379.463,-43.892,706.867,380.273,-52.852,667.886,349.144,-38.071,704.764,338.067,-171.59,537.338,352.069,-93.214,516.906,318.316,-74.234,515.075,293.622,-72.954,598.401,352.823,-218.812,550.471,239.595,-128.551,533.426,352.641,-247.391,512.4,231.807,-14.474,504.547
9090,75.74167,384.944,-65.524,627.624,380.039,-46.906,705.504,380.924,-55.814,666.425,349.739,-40.976,703.336,338.604,-174.755,536.323,352.654,-96.529,515.562,318.982,-77.228,513.945,294.373,-75.952,597.057,353.448,-221.925,549.616,240.212,-131.752,532.175,353.664,-250.426,511.385,232.376,-17.753,503.146
9091,75.75,385.665,-68.362,626.22,380.868,-49.551,704.051,381.697,-58.576,665.014,350.589,-43.633,701.93,339.382,-177.756,535.071,353.427,-99.522,514.197,319.77,-80.3,512.478,294.005,-78.705,596.816,354.146,-224.947,548.49,240.23,-136.051,533.198,353.901,-253.659,510.485,233.115,-20.805,501.508
9092,75.75833,386.433,-71.042,624.746,381.839,-51.916,702.565,382.562,-61.116,663.606,351.519,-45.998,700.463,340.056,-180.584,533.902,354.177,-102.371,512.893,320.447,-83.32,511.099,294.744,-81.38,595.454,354.837,-227.694,547.441,240.998,-138.934,531.888,354.918,-256.389,509.355,233.916,-23.637,500.092
9093,75.76667,387.343,-73.514,623.296,382.795,-54.147,701.08,383.479,-63.472,662.051,352.498,-48.174,698.969,340.927,-183.22,532.625,355.027,-105.071,511.531,321.358,-85.857,509.79,295.633,-84.022,594.065,355.667,-230.38,546.214,241.821,-141.528,530.632,355.586,-259.143,508.187,234.565,-26.571,498.955
9094,75.775,388.24,-75.868,621.949,383.691,-56.156,699.555,384.458,-65.656,660.658,353.384,-50.277,697.438,341.776,-185.671,531.345,355.859,-107.589,510.23,322.237,-88.32,508.307,297.599,-86.413,591.514,356.494,-232.79,545.09,243.405,-142.396,527.126,356.413,-261.692,506.987,235.75,-28.758,496.848
9095,75.78333,389.187,-78.069,620.431,384.625,-58.152,698.01,385.373,-67.785,659.131,354.363,-52.221,695.873,342.648,-188.024,530.019,356.832,-109.957,508.798,323.152,-90.809,506.857,297.545,-88.483,591.331,357.421,-235.085,543.755,243.608,-146.231,527.935,357.37,-263.995,505.794,236.834,-31.014,495.765
9096,75.79167,390.258,-79.992,618.945,385.653,-60.265,696.557,386.383,-69.788,657.632,355.336,-54.387,694.435,343.646,-190.112,528.661,357.833,-112.023,507.287,324.149,-92.723,505.439,299.612,-90.695,588.636,358.377,-237.123,542.508,245.252,-146.765,524.319,358.073,-266.175,504.501,237.723,-33.179,494.147
9097,75.8,391.259,-81.951,617.297,386.718,-62.753,695.112,387.451,-72.001,656.121,356.407,-56.906,693.036,344.636,-192.036,527.293,358.81,-114.075,505.772,325.261,-94.876,503.88,300.834,-92.276,586.929,359.325,-239.063,541.266,246.263,-148.729,522.847,359.417,-268.043,503.169,238.74,-35.146,492.666
9098,75.80833,392.346,-83.815,615.76,387.708,-65.209,693.778,388.486,-74.091,654.654,357.392,-59.255,691.649,345.763,-193.789,525.892,359.999,-115.741,504.269,326.387,-96.462,502.418,300.733,-94.044,586.765,360.478,-240.739,539.855,246.745,-151.869,523.708,360.061,-269.932,501.933,239.815,-36.904,490.882
9099,75.81667,393.547,-85.519,614.261,388.701,-67.451,692.33,389.534,-76.193,653.197,358.413,-61.384,690.177,346.819,-195.357,524.385,361.073,-117.386,502.78,327.484,-98.234,500.799,301.946,-95.572,584.986,361.528,-242.272,538.468,247.852,-153.457,522.138,361.445,-271.436,500.498,240.857,-38.671,489.528
9100,75.825,394.722,-86.96,612.728,389.83,-69.43,690.892,390.753,-77.801,651.687,359.556,-63.343,688.794,348.025,-196.755,522.975,362.312,-118.763,501.204,328.663,-99.723,499.067,304.325,-96.63,582.237,362.653,-243.743,536.832,249.617,-153.325,518.449,362.466,-272.821,499.085,242.328,-39.815,487.554
9101,75.83333,395.918,-88.207,611.109,390.989,-71.223,689.379,391.898,-79.331,650.162,360.709,-65.266,687.302,349.244,-197.917,521.319,363.546,-119.992,499.576,330.007,-100.622,497.65,305.489,-97.967,580.9,364.334,-244.503,535.245,250.94,-154.461,516.843,363.712,-274.117,497.455,243.249,-41.325,485.604
9102,75.84167,397.189,-89.291,609.506,392.114,-72.768,687.978,393.115,-80.69,648.686,361.882,-66.81,685.834,350.649,-198.859,519.777,364.861,-121.086,498.045,331.316,-101.764,496.091,306.054,-98.549,579.582,365.495,-245.994,532.6,251.562,-157.041,517.348,365.001,-275.264,495.725,245.049,-41.983,484.761
9103,75.85,398.509,-90.317,607.986,393.344,-73.988,686.378,394.371,-81.756,647.17,363.068,-68.045,684.31,351.871,-199.903,517.877,366.207,-121.928,496.449,332.662,-102.715,494.372,307.426,-99.402,577.999,366.246,-247.077,531.885,252.942,-157.863,515.734,366.43,-276.026,493.778,246.214,-42.929,482.798
9104,75.85833,399.873,-91.289,606.564,394.695,-75.045,684.989,395.713,-82.746,645.661,364.433,-69.08,682.921,353.231,-200.618,516.147,367.61,-122.688,494.811,334.048,-103.365,492.925,309.587,-100.703,575.954,367.8,-247.782,529.871,254.93,-157.135,511.72,367.778,-276.671,491.96,247.801,-43.361,481.871
9105,75.86667,401.262,-92.121,605.163,396.11,-75.96,683.621,397.145,-83.671,644.263,365.874,-70.047,681.502,354.72,-201.161,514.177,369.109,-123.138,493.256,335.542,-103.794,491.257,309.737,-101.736,575.711,369.255,-248.413,527.716,255.787,-159.008,512.145,368.9,-277.249,489.811,249.406,-43.623,480.421
9106,75.875,402.635,-92.974,603.753,397.481,-77.185,682.243,398.463,-84.706,642.927,367.223,-71.233,680.235,356.092,-201.576,512.206,370.56,-123.494,491.606,337.008,-104.228,489.822,311.124,-102.235,574.636,370.685,-248.819,525.466,257.247,-159.472,510.158,370.804,-277.355,487.241,250.893,-43.806,479.397
9107,75.88333,404.021,-93.873,602.409,398.765,-78.576,681.019,399.82,-85.759,641.634,368.482,-72.63,679.01,357.726,-201.717,510.102,372.122,-123.602,490.082,338.558,-104.426,488.072,312.538,-103.18,572.693,372.659,-249.136,522.111,258.807,-159.554,508.264,371.674,-277.749,484.998,252.497,-43.813,477.915
9108,75.89167,405.425,-94.73,601.268,400.062,-80.065,679.979,401.091,-87.057,640.595,369.735,-74.127,677.875,359.184,-201.946,507.889,373.691,-123.708,488.492,340.086,-104.641,486.568,314.32,-102.269,572.568,373.137,-249.683,520.886,260.303,-159.668,506.125,374.797,-277.424,480.922,254.145,-43.668,477.048
9109,75.9,406.806,-95.671,600.09,401.249,-81.829,679.031,402.445,-88.309,639.459,370.994,-75.817,676.865,360.851,-201.8,505.532,375.505,-123.433,487.148,341.752,-104.487,484.848,315.916,-103.033,571.124,375.197,-249.548,517.525,261.985,-159.505,504.05,375.326,-277.289,478.988,255.839,-43.241,475.833
9110,75.90833,408.17,-96.683,599.039,402.324,-83.759,678.158,403.643,-89.844,638.581,372.118,-77.762,676.064,362.468,-201.609,503.161,377.016,-123.15,485.391,343.367,-104.343,483.368,317.494,-103.743,569.696,376.835,-249.49,514.557,263.585,-159.341,501.804,377.168,-276.871,475.889,257.631,-42.693,475.164
9111,75.91667,409.552,-97.626,598.03,403.409,-85.791,677.315,404.913,-91.327,637.687,373.131,-79.752,675.171,364.247,-201.216,500.577,379.513,-122.212,484.587,345.245,-103.917,481.792,319.011,-104.341,568.361,378.56,-249.223,511.462,265.371,-158.838,499.615,378.663,-276.368,472.502,259.411,-41.931,474.166
9112,75.925,410.978,-98.627,597.111,404.457,-87.894,676.443,406.165,-92.785,636.782,374.229,-81.703,674.322,365.947,-200.712,498.098,381.007,-121.962,482.496,347.059,-103.038,480.786,320.539,-104.781,566.852,380.571,-248.903,507.627,267.14,-158.45,497.349,380.592,-275.657,469.151,261.268,-41.127,473.489
9113,75.93333,412.422,-99.547,596.136,405.548,-89.97,675.65,407.435,-94.342,635.933,375.347,-83.792,673.318,367.714,-200.07,495.564,382.766,-120.74,481.237,349.018,-101.866,479.706,322.27,-105.268,565.242,381.11,-248.601,505.796,268.916,-157.699,494.941,382.592,-274.68,465.528,263.115,-40.137,472.732
9114,75.94167,413.891,-100.393,595.059,406.692,-92.136,674.727,408.729,-95.795,634.963,376.556,-85.804,672.394,369.616,-199.336,492.75,384.577,-119.879,479.738,350.839,-100.827,478.422,325.158,-105.366,562.19,383.475,-248.018,502.118,271.289,-157.014,492.108,385.536,-273.032,460.379,265.102,-39.146,471.64
9115,75.95,415.41,-101.119,593.96,407.935,-94.177,673.7,410.112,-97.194,633.843,377.753,-87.864,671.428,371.466,-198.489,490.075,386.359,-118.87,478.07,352.837,-99.692,477.167,326.955,-105.475,560.745,385.637,-247.18,498.299,273.193,-156.273,489.784,386.767,-272.306,457.949,267.221,-37.871,471.364
9116,75.95833,416.933,-101.78,592.755,409.246,-96.116,672.578,411.519,-98.48,632.655,379.113,-89.733,670.321,373.422,-197.532,487.338,388.299,-117.786,476.538,354.732,-98.604,475.702,328.562,-105.589,559.192,387.507,-246.327,494.905,275.2,-155.39,487.397,388.509,-271.064,454.25,269.075,-36.61,470.5
9117,75.96667,418.565,-102.282,591.508,410.529,-97.974,671.448,412.977,-99.727,631.575,380.372,-91.55,669.088,375.28,-196.494,484.69,390.256,-116.76,474.916,356.752,-97.608,474.28,330.278,-105.617,557.646,389.396,-245.376,491.565,277.119,-154.439,484.927,390.632,-269.645,450.511,270.999,-35.443,469.729
9118,75.975,420.189,-102.772,590.258,411.894,-99.371,670.21,414.526,-100.572,630.329,381.772,-92.887,667.902,377.263,-195.418,481.9,392.346,-115.56,473.242,358.723,-96.377,472.582,331.626,-105.628,555.872,391.375,-244.559,488.478,279.133,-153.263,482.611,392.602,-268.042,446.639,272.966,-34.105,468.962
9119,75.98333,422.023,-102.888,589.088,413.368,-100.009,668.95,416.115,-101.021,629.066,383.291,-93.418,666.631,379.32,-194.229,479.237,395.223,-113.251,472.891,360.725,-95.07,471.253,333.279,-105.583,554.083,393.141,-243.945,485.791,281.104,-152.168,480.137,395.871,-265.642,441.498,274.79,-32.945,467.584
9120,75.99167,423.591,-103.215,587.674,414.943,-100.056,667.583,417.712,-101.145,627.72,384.873,-93.391,665.169,381.313,-192.949,476.466,397.287,-111.966,471.173,362.778,-93.828,469.694,335.538,-105.267,552.467,395.104,-242.167,481.646,282.98,-150.637,477.466,398.16,-263.87,437.864,277.341,-31.21,467.568
9121,76,425.522,-102.865,586.282,416.79,-99.495,666.13,419.503,-100.793,626.25,386.71,-92.862,663.754,383.43,-191.633,473.672,399.37,-110.619,469.484,364.791,-92.511,468.075,337.228,-105.029,550.586,397.178,-240.851,478.254,284.901,-148.976,474.913,400.09,-262.059,434.209,279.244,-29.821,466.086
9122,76.00833,427.18,-102.644,584.759,418.777,-98.367,664.661,421.404,-100.072,624.791,388.7,-91.704,662.232,385.445,-190.316,470.969,401.449,-109.247,467.789,366.881,-91.06,466.67,338.891,-104.93,548.569,399.199,-239.621,474.934,286.693,-147.455,472.319,402.375,-259.668,431.092,281.172,-28.686,465.534
9123,76.01667,429.017,-102.138,583.211,420.823,-96.923,662.915,423.41,-99.125,623.088,390.74,-90.406,660.517,387.6,-188.875,468.279,403.53,-107.863,466.036,369.584,-88.608,466.209,341.268,-104.202,547.02,401.316,-238.24,471.779,288.706,-145.86,469.885,404.354,-257.93,427.732,283.457,-27.083,464.059
9124,76.025,430.919,-101.667,581.525,423.012,-95.725,661.247,425.361,-98.266,621.398,392.879,-89.154,658.898,389.73,-187.475,465.523,405.662,-106.441,464.357,371.683,-87.086,464.599,343.298,-103.402,545.199,403.376,-236.891,468.453,290.73,-144.295,467.168,406.5,-255.967,424.274,285.642,-25.402,462.993
9125,76.03333,432.855,-101.113,579.805,425.167,-94.688,659.498,427.426,-97.464,619.719,395.04,-88.241,657.189,391.84,-186.041,462.994,407.74,-104.968,462.493,373.766,-85.718,462.968,345.504,-102.354,543.689,405.541,-235.555,465.431,292.756,-142.809,464.717,409.064,-253.902,420.863,287.807,-23.97,461.997
9126,76.04167,434.789,-100.639,578.036,426.997,-94.51,657.778,429.332,-97.159,617.834,396.941,-88.037,655.405,394.02,-184.64,460.263,409.976,-103.559,460.738,375.98,-84.252,461.274,347.366,-101.837,541.695,407.711,-234.199,462.305,295.037,-141.37,462.288,410.976,-252.129,417.646,289.798,-22.787,461.082
9127,76.05,436.741,-100.378,576.291,428.917,-94.62,656.031,431.169,-97.115,616.155,398.811,-88.135,653.689,396.225,-183.167,457.721,412.254,-101.895,459.178,378.051,-82.853,459.52,349.297,-101.26,539.671,409.819,-232.8,459.198,297.222,-139.939,459.683,413.459,-250.128,414.302,291.852,-21.422,458.936
9128,76.05833,438.68,-100.154,574.623,430.805,-94.802,654.435,433.143,-97.079,614.589,400.702,-88.217,652.082,398.386,-181.683,455.079,414.468,-100.516,457.247,380.251,-81.463,457.802,350.994,-100.792,537.472,412.051,-231.422,456.23,299.447,-138.506,457.292,415.88,-248.116,410.96,294.419,-19.605,458.463
9129,76.06667,440.603,-99.973,573.026,432.511,-94.774,652.727,434.989,-96.898,612.927,402.433,-88.087,650.342,400.628,-180.257,452.516,416.677,-99.117,455.399,382.418,-80.057,455.915,353.18,-100.181,535.519,414.224,-230.019,453.26,301.701,-137.105,454.915,417.918,-246.372,407.868,296.438,-18.21,456.845
9130,76.075,442.554,-99.761,571.517,434.338,-93.713,651.302,436.914,-96.244,611.402,404.35,-86.841,648.733,402.805,-178.785,449.892,418.83,-97.724,453.573,384.48,-78.778,454.249,355.316,-99.55,533.547,416.446,-228.627,450.321,303.855,-135.772,452.494,420.578,-244.263,404.47,298.615,-16.86,455.741
9131,76.08333,444.553,-99.275,569.837,436.352,-91.702,649.485,438.859,-94.978,609.707,406.357,-84.811,646.765,405.069,-177.507,447.274,421.131,-96.39,451.676,386.785,-77.405,452.463,357.103,-99.187,531.471,418.718,-227.267,447.344,306.219,-134.401,450.145,422.612,-242.686,401.544,300.891,-15.525,454.203
9132,76.09167,446.484,-98.4,567.845,438.511,-89.896,647.346,440.917,-93.718,607.672,408.478,-83.135,644.671,407.333,-176.036,444.681,423.317,-95.088,449.932,388.94,-76.123,450.826,358.993,-98.653,529.489,420.877,-225.956,444.29,308.514,-133.156,447.638,425.093,-240.665,398.084,303.589,-13.868,453.581
9133,76.1,448.52,-97.464,565.811,441.208,-88.229,645.384,443.299,-92.404,605.648,411.09,-81.766,642.949,409.53,-174.767,442.126,425.607,-93.897,448.157,391.204,-74.93,449.136,361.221,-98.11,527.562,423.146,-224.588,441.393,310.728,-131.984,445.383,427.555,-238.954,395.061,305.489,-12.898,451.965
9134,76.10833,450.602,-96.878,564.028,443.781,-86.595,643.381,445.655,-91.267,603.667,413.617,-80.152,641.118,411.84,-173.442,439.48,427.838,-92.698,446.315,393.468,-73.739,447.454,363.022,-97.709,525.417,425.43,-223.127,438.325,313.007,-130.811,443.082,429.72,-237.247,391.829,307.61,-11.708,450.465
9135,76.11667,452.728,-96.488,562.023,445.706,-85.881,641.429,447.645,-90.759,601.802,415.609,-79.386,639.028,414.035,-172.211,437.073,429.993,-91.57,444.566,395.579,-72.546,445.693,365.059,-97.304,523.307,427.825,-221.016,434.313,315.177,-129.813,440.745,432.344,-235.499,388.889,309.783,-10.768,449.318
9136,76.125,454.707,-96.321,560.078,447.652,-86.373,639.545,449.655,-90.838,599.81,417.539,-79.92,637.127,416.325,-170.949,434.493,432.277,-90.453,442.637,397.924,-71.468,443.948,367.071,-96.924,521.373,430.639,-219.166,430.548,317.558,-128.764,438.562,434.582,-234.011,385.884,311.865,-9.716,447.477
9137,76.13333,456.668,-96.339,558.284,449.673,-87.607,637.911,451.626,-91.494,598.066,419.531,-81.071,635.664,418.643,-169.852,432.007,434.468,-89.487,440.853,400.085,-70.442,442.226,369.405,-96.426,519.352,432.04,-219.338,428.888,319.863,-127.79,436.377,436.911,-232.42,382.919,314.727,-8.241,446.883
9138,76.14167,458.673,-96.648,556.659,451.323,-89.002,636.405,453.462,-92.366,596.527,421.259,-82.318,634.043,420.874,-168.684,429.51,436.718,-88.471,438.933,402.301,-69.466,440.424,371.218,-96.33,517.212,433.649,-218.669,427.035,322.101,-126.898,434.153,439.523,-230.889,379.918,316.596,-7.627,445.273
9139,76.15,460.667,-97.067,555.024,452.686,-90.355,634.852,455.125,-93.254,594.936,422.683,-83.468,632.229,423.237,-167.657,426.934,438.928,-87.509,437.119,404.549,-68.565,438.805,373.518,-96.017,515.316,436.732,-217.028,423.235,324.436,-126.04,431.953,441.624,-229.58,376.961,318.718,-6.701,443.658
9140,76.15833,462.606,-97.356,553.362,454.174,-91.6,633.123,456.871,-94.021,593.314,424.21,-84.715,630.495,425.44,-166.745,424.394,441.078,-86.832,435.315,406.684,-67.762,437.046,375.472,-96.018,513.229,439.101,-216.044,420.212,326.693,-125.269,429.693,444.225,-228.053,373.961,320.921,-6.006,442.508
9141,76.16667,464.509,-97.568,551.638,455.978,-92.73,631.43,458.702,-94.667,591.518,425.865,-86.023,628.823,427.696,-165.821,421.925,443.249,-86.254,433.272,408.919,-67.066,435.437,377.545,-95.77,511.516,441.396,-215.168,417.249,328.968,-124.375,427.199,446.45,-226.921,371.059,323.067,-5.477,441.375
9142,76.175,466.411,-98,549.99,457.855,-93.088,629.768,460.618,-95.063,589.868,427.8,-86.343,627.08,429.959,-165.097,419.328,445.325,-85.566,431.687,411.091,-66.474,433.836,379.717,-95.523,509.894,443.668,-214.377,414.367,331.143,-123.58,424.682,448.758,-225.695,367.916,325.063,-4.969,439.617
